food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,aliases_compiled,search_text,available_carbs_per_100g_recalc,available_carbs_per_serving_g_recalc
T2_0086,Kala Chana,Kala chana (cooked),Pulses & legumes,katori,120,150,180,0.55,32.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.82,5.46,8.18,Low,0.86,21.3125,Cooked kala chana.,kala chana (cooked) | Kala chana (cooked) | kalachana(cooked) | kalachana,"Kala Chana | aka Kala chana (cooked) | aliases: kala chana (cooked), Kala chana (cooked), kalachana(cooked), kalachana | category: Pulses & legumes | serving_type: katori | serving_g: 150(min 120 max 180) | GI: 32 | GL_median: 6.82 | GL_category: Low | available_carbs_g: 10.6667 | confidence_score: 0.86 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Cooked kala chana.",21.3125,31.96875
NONIND_0118,Kaongsugar,Kaongsugar,Non-Indian reference food,portion,105,150,195,0.5,43.0,Henry et al. GI tables (non-Indian cohort),27.15,27.15,27.15,High,0.88,63.13953488372093,Original country: Malaysia. Renamed generically for Indian audience.,,Kaongsugar | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 43 | GL_median: 27.15 | GL_category: High | available_carbs_g: 63.1333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Malaysia. Renamed generically for Indian audience.,63.13953488372093,94.70930232558139
NONIND_0624,Kappal,Kappal,Non-Indian reference food,portion,105,150,195,0.5,50.4,Henry et al. GI tables (non-Indian cohort),8.03,8.03,8.03,Low,0.88,15.93253968253968,Original country: SriLanka. Renamed generically for Indian audience.,,Kappal | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 50.4 | GL_median: 8.03 | GL_category: Low | available_carbs_g: 15.9333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: SriLanka. Renamed generically for Indian audience.,15.93253968253968,23.89880952380952
IND_HENRY2021_714,Kashi Whole Wheat Pilaf,Kashi 7 whole-grain‘pilaf’,Other,portion,105,150,195,0.5,58.9,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 150; n=14 Healthy; ref food/time: Glucose/2h participants; portion 160 g provides 50 g available carbs (table page 24).",12.25,12.25,12.25,Medium,0.92,20.797962648556876,Computed carbs per 100 g using study portion: 50 g available carbs in 160 g portion. GI SEM/SD reported: 5.1.,Kashi 7 whole grain‘pilaf’ | kashi 7 whole grain pilaf | Kashi 7 whole-grain‘pilaf’ | kashi 7 whole-grain pilaf | kashi7whole-grainpilaf | kashi7wholegrainpilaf | kashiwholewheatpilaf,"Kashi Whole Wheat Pilaf | aka Kashi 7 whole-grain‘pilaf’ | aliases: Kashi 7 whole grain‘pilaf’, kashi 7 whole grain pilaf, Kashi 7 whole-grain‘pilaf’, kashi 7 whole-grain pilaf, kashi7whole-grainpilaf, kashi7wholegrainpilaf, kashiwholewheatpilaf | category: Other | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 58.9 | GL_median: 12.25 | GL_category: Medium | available_carbs_g: 20.8 | confidence_score: 0.92 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 150; n=14 Healthy; ref food/time: Glucose/2h participants; portion 160 g provides 50 g available carbs (table page 24). | notes: Computed carbs per 100 g using study portion: 50 g available carbs in 160 g portion. GI SEM/SD reported: 5.1.",20.797962648556876,31.196943972835314
NONIND_0623,Kathali,Kathali,Non-Indian reference food,portion,105,150,195,0.5,54.5,Henry et al. GI tables (non-Indian cohort),8.36,8.36,8.36,Low,0.88,15.339449541284404,Original country: SriLanka. Renamed generically for Indian audience.,,Kathali | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 54.5 | GL_median: 8.36 | GL_category: Low | available_carbs_g: 15.3333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: SriLanka. Renamed generically for Indian audience.,15.339449541284404,23.009174311926603
NONIND_0029,Kayabuttertoast,Kayabuttertoast,Non-Indian reference food,portion,105,150,195,0.5,49.0,Henry et al. GI tables (non-Indian cohort),3.76,3.01,4.81,Low,0.88,7.673469387755102,Original country: Singapore. Renamed generically for Indian audience.,,Kayabuttertoast | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 49 | GL_median: 3.76 | GL_category: Low | available_carbs_g: 30.6667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Singapore. Renamed generically for Indian audience.,7.673469387755102,11.510204081632653
T3_0082,Kh and Vi,Khandvi,Snacks,handful,15,25,35,0.5,30.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,14.4,14.4,14.4,Medium,0.7,48.0,Besan rolls; lower carbs.,khandvi | Khandvi,"Kh and Vi | aka Khandvi | aliases: khandvi, Khandvi | category: Snacks | serving_type: handful | serving_g: 25(min 15 max 35) | GI: 30 | GL_median: 14.4 | GL_category: Medium | available_carbs_g: 48 | confidence_score: 0.7 | evidence: Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels. | notes: Besan rolls; lower carbs.",48.0,12.0
NONIND_0741,Khabisa,Khabisa,Non-Indian reference food,portion,105,150,195,0.5,67.0,Henry et al. GI tables (non-Indian cohort),25.06,25.06,25.06,High,0.88,37.40298507462686,Original country: UnitedArab. Renamed generically for Indian audience.,,Khabisa | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 67 | GL_median: 25.06 | GL_category: High | available_carbs_g: 37.4 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: UnitedArab. Renamed generically for Indian audience.,37.40298507462686,56.10447761194029
T2_0127,Khakhra,Khakhra (plain),Snacks,handful,15,25,35,0.5,70.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,70.0,70.0,70.0,High,0.78,100.0,Dry roasted bread; carb-dense per 100g.,Khakhra (plain) | khakhra (plain) | khakhra(plain),"Khakhra | aka Khakhra (plain) | aliases: Khakhra (plain), khakhra (plain), khakhra(plain) | category: Snacks | serving_type: handful | serving_g: 25(min 15 max 35) | GI: 70 | GL_median: 70 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.78 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Dry roasted bread; carb-dense per 100g.",100.0,25.0
NONIND_0724,Khalas,Khalas(Dates),Non-Indian reference food,portion,105,150,195,0.5,55.1,Henry et al. GI tables (non-Indian cohort),9.55,9.55,9.55,Low,0.88,17.332123411978223,Original country: UnitedArab. Renamed generically for Indian audience.,Khalas(Dates) | khalas(dates),"Khalas | aka Khalas(Dates) | aliases: Khalas(Dates), khalas(dates) | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 55.1 | GL_median: 9.55 | GL_category: Low | available_carbs_g: 17.3333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: UnitedArab. Renamed generically for Indian audience.",17.332123411978223,25.99818511796734
NONIND_0726,Khalas with Arabic Coffee,Khalaswitharabiccoffee,Non-Indian reference food,cup,160,200,240,0.8,52.7,Henry et al. GI tables (non-Indian cohort),13.7,13.7,13.7,Medium,0.88,25.996204933586338,Original country: UnitedArab. Renamed generically for Indian audience.,Khalaswitharabiccoffee | khalaswitharabiccoffee,"Khalas with Arabic Coffee | aka Khalaswitharabiccoffee | aliases: Khalaswitharabiccoffee, khalaswitharabiccoffee | category: Non-Indian reference food | serving_type: cup | serving_g: 200(min 160 max 240) | GI: 52.7 | GL_median: 13.7 | GL_category: Medium | available_carbs_g: 13 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: UnitedArab. Renamed generically for Indian audience.",25.996204933586338,51.992409867172675
T2_0094,Khaman,Khaman,Snacks,handful,15,25,35,0.5,40.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,28.8,28.8,28.8,High,0.82,72.0,Similar to dhokla; estimated.,,Khaman | category: Snacks | serving_type: handful | serving_g: 25(min 15 max 35) | GI: 40 | GL_median: 28.8 | GL_category: High | available_carbs_g: 72 | confidence_score: 0.82 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Similar to dhokla; estimated.,72.0,18.0
NONIND_0732,Khameer Bread,Khameerbread,Non-Indian reference food,slice,20,25,30,0.9,47.0,Henry et al. GI tables (non-Indian cohort),47.0,47.0,47.0,High,0.88,100.0,Original country: UnitedArab. Renamed generically for Indian audience.,Khameerbread | khameerbread,"Khameer Bread | aka Khameerbread | aliases: Khameerbread, khameerbread | category: Non-Indian reference food | serving_type: slice | serving_g: 25(min 20 max 30) | GI: 47 | GL_median: 47 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: UnitedArab. Renamed generically for Indian audience.",100.0,25.0
NONIND_0744,Khanfaroosh,Khanfaroosh,Non-Indian reference food,portion,105,150,195,0.5,45.0,Henry et al. GI tables (non-Indian cohort),11.88,11.88,11.88,Medium,0.88,26.4,Original country: UnitedArab. Renamed generically for Indian audience.,,Khanfaroosh | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 45 | GL_median: 11.88 | GL_category: Medium | available_carbs_g: 26.4 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: UnitedArab. Renamed generically for Indian audience.,26.4,39.6
T3_0117,Kheer,Kheer,Sweets & desserts,piece,52,70,88,0.55,85.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,26.71,26.71,26.71,High,0.62,31.423529411764704,Sweetened rice pudding.,payasam | payesh,"Kheer | aliases: payasam, payesh | category: Sweets & desserts | serving_type: piece | serving_g: 70(min 52 max 88) | GI: 85 | GL_median: 26.71 | GL_category: High | available_carbs_g: 31.4286 | confidence_score: 0.62 | evidence: Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels. | notes: Sweetened rice pudding.",31.423529411764704,21.996470588235294
IND_HENRY2021_663,Khichdi,Khichdi (barnyardmillet),Grains & staples,katori,144,180,216,0.75,35.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 133; n=None None; ref food/time: Healthy Glucose/2.5h participants NutritionandDiabetes Henryetal.NutritionandDiabetes (2021) 11:2 Page23of36 Reference Country Fooditem GI(glucose=100) Servingsize(g)perexperimental AvailableCHO Participants Reference portionsize (g)per (typeand foodand experimental number) timeperiod portion Mean SEM; portion 50 g provides 10 g available carbs (table page 22).",5.21,4.67,5.83,Low,0.9,14.885714285714286,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 1.22.,Khichdi (barnyardmillet) | khichdi (barnyardmillet) | khichdi(barnyardmillet),"Khichdi | aka Khichdi (barnyardmillet) | aliases: Khichdi (barnyardmillet), khichdi (barnyardmillet), khichdi(barnyardmillet) | category: Grains & staples | serving_type: katori | serving_g: 180(min 144 max 216) | GI: 35 | GL_median: 5.21 | GL_category: Low | available_carbs_g: 11.1111 | confidence_score: 0.9 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 133; n=None None; ref food/time: Healthy Glucose/2.5h participants NutritionandDiabetes Henryetal.NutritionandDiabetes (2021) 11:2 Page23of36 Reference Country Fooditem GI(glucose=100) Servingsize(g)perexperimental AvailableCHO Participants Reference portionsize (g)per (typeand foodand experimental number) timeperiod portion Mean SEM; portion 50 g provides 10 g available carbs (table page 22). | notes: Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 1.22.",14.885714285714286,26.794285714285717
NONIND_0771,Khudri,Khudri,Non-Indian reference food,portion,105,150,195,0.5,61.7,Henry et al. GI tables (non-Indian cohort),30.69,30.69,30.69,High,0.88,49.740680713128036,Original country: SaudiArabia. Renamed generically for Indian audience.,,Khudri | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 61.7 | GL_median: 30.69 | GL_category: High | available_carbs_g: 49.7333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: SaudiArabia. Renamed generically for Indian audience.,49.740680713128036,74.61102106969206
NONIND_0768,Khulas,Khulas(Dates),Non-Indian reference food,portion,105,150,195,0.5,55.0,Henry et al. GI tables (non-Indian cohort),7.33,7.33,7.33,Low,0.88,13.327272727272728,Original country: SaudiArabia/. Renamed generically for Indian audience.,Khulas(Dates) | khulas(dates),"Khulas | aka Khulas(Dates) | aliases: Khulas(Dates), khulas(dates) | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 55 | GL_median: 7.33 | GL_category: Low | available_carbs_g: 13.3333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: SaudiArabia/. Renamed generically for Indian audience.",13.327272727272728,19.990909090909092
NONIND_0769,Khulas with Arabic Coffee,Khulaswitharabiccoffee,Non-Indian reference food,cup,160,200,240,0.8,63.0,Henry et al. GI tables (non-Indian cohort),12.6,12.6,12.6,Medium,0.88,20.0,Original country: SaudiArabia/. Renamed generically for Indian audience.,Khulaswitharabiccoffee | khulaswitharabiccoffee,"Khulas with Arabic Coffee | aka Khulaswitharabiccoffee | aliases: Khulaswitharabiccoffee, khulaswitharabiccoffee | category: Non-Indian reference food | serving_type: cup | serving_g: 200(min 160 max 240) | GI: 63 | GL_median: 12.6 | GL_category: Medium | available_carbs_g: 10 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: SaudiArabia/. Renamed generically for Indian audience.",20.0,40.0
T1_1103,Kidney Bean,Kidney beans (Phaseolus vulgaris) (India),Pulses & legumes,katori,120,150,180,0.55,19.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #1103",4.22,3.38,5.06,Low,0.92,22.210526315789473,Normalized to 100g from table serving 150g with 25g available carbs and GL 5.,Kidney beans (Phaseolus vulgaris) (India) | kidney beans (phaseolus vulgaris) (india) | Kidney beans | kidney beans | kidneybeans | kidneybean,"Kidney Bean | aka Kidney beans (Phaseolus vulgaris) (India) | aliases: Kidney beans (Phaseolus vulgaris) (India), kidney beans (phaseolus vulgaris) (india), Kidney beans, kidney beans, kidneybeans, kidneybean | category: Pulses & legumes | serving_type: katori | serving_g: 150(min 120 max 180) | GI: 19 | GL_median: 4.22 | GL_category: Low | available_carbs_g: 11.1133 | confidence_score: 0.92 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #1103 | notes: Normalized to 100g from table serving 150g with 25g available carbs and GL 5.",22.210526315789473,33.315789473684205
T2_0009,Kodo Millet,Kodo millet (cooked),Grains & staples,plate,120,150,180,0.55,54.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,8.28,8.28,8.28,Low,0.86,15.33333333333333,Cooked millet grain.,kodo millet (cooked) | Kodo millet (cooked) | kodomillet(cooked) | kodomillet,"Kodo Millet | aka Kodo millet (cooked) | aliases: kodo millet (cooked), Kodo millet (cooked), kodomillet(cooked), kodomillet | category: Grains & staples | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 54 | GL_median: 8.28 | GL_category: Low | available_carbs_g: 15.3333 | confidence_score: 0.86 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Cooked millet grain.",15.33333333333333,22.999999999999996
T1_0576,Koshihikari Rice White,"Koshihikari rice, white (Sun Rice",Grains & staples,plate,120,150,180,0.85,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",16.52,14.8,18.5,Medium,0.92,22.63013698630137,Normalized to 100g from table serving 150g with 38g available carbs and GL 28.,"Koshihikari rice, white (Sun Rice | koshihikari rice, white (sun rice | white (sun rice | white (Sun Rice | Koshihikari rice | koshihikari rice | koshihikariricewhite | koshihikaririce | white(sunrice","Koshihikari Rice White | aka Koshihikari rice, white (Sun Rice | aliases: Koshihikari rice  white (Sun Rice, koshihikari rice  white (sun rice, white (sun rice, white (Sun Rice, Koshihikari rice, koshihikari rice, koshihikariricewhite, koshihikaririce, white(sunrice | category: Grains & staples | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 73 | GL_median: 16.52 | GL_category: Medium | available_carbs_g: 16.8867 | confidence_score: 0.92 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576 | notes: Normalized to 100g from table serving 150g with 38g available carbs and GL 28.",22.63013698630137,33.945205479452056
NONIND_0114,Kuih,Kuih(Apamayu),Non-Indian reference food,portion,105,150,195,0.5,90.6,Henry et al. GI tables (non-Indian cohort),28.45,28.45,28.45,High,0.88,31.401766004415013,Original country: Malaysia. Renamed generically for Indian audience.,Kuih(Apamayu) | kuih(apamayu),"Kuih | aka Kuih(Apamayu) | aliases: Kuih(Apamayu), kuih(apamayu) | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 90.6 | GL_median: 28.45 | GL_category: High | available_carbs_g: 31.4 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Malaysia. Renamed generically for Indian audience.",31.401766004415013,47.10264900662252
T2_0050,Kulcha,Kulcha (plain),Breads & flatbreads,piece,75,100,125,0.75,74.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,22.31,14.65,29.97,High,0.84,30.14864864864865,Refined flour bread; estimated.,Kulcha (plain) | kulcha (plain) | kulcha(plain),"Kulcha | aka Kulcha (plain) | aliases: Kulcha (plain), kulcha (plain), kulcha(plain) | category: Breads & flatbreads | serving_type: piece | serving_g: 100(min 75 max 125) | GI: 74 | GL_median: 22.31 | GL_category: High | available_carbs_g: 45 | confidence_score: 0.84 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Refined flour bread; estimated.",30.14864864864865,30.14864864864865
T4_0137,Kulfi,Kulfi,Sweets & desserts,piece,52,70,88,0.55,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,20.43,20.43,20.43,High,0.5,31.43076923076923,Milk-based dessert.,,Kulfi | category: Sweets & desserts | serving_type: piece | serving_g: 70(min 52 max 88) | GI: 65 | GL_median: 20.43 | GL_category: High | available_carbs_g: 31.4286 | confidence_score: 0.5 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Milk-based dessert.,31.43076923076923,22.001538461538463
NONIND_0588,Kurakkan Flour Pittu,Kurakkanflourpittu,Non-Indian reference food,portion,105,150,195,0.5,85.0,Henry et al. GI tables (non-Indian cohort),22.67,22.67,22.67,High,0.88,26.67058823529412,Original country: SriLanka. Renamed generically for Indian audience.,kurakkanflourpittu | Kurakkanflourpittu,"Kurakkan Flour Pittu | aka Kurakkanflourpittu | aliases: kurakkanflourpittu, Kurakkanflourpittu | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 85 | GL_median: 22.67 | GL_category: High | available_carbs_g: 26.6667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: SriLanka. Renamed generically for Indian audience.",26.67058823529412,40.00588235294118
NONIND_0584,Kurakkan Flour Roti,Kurakkanflourroti,Non-Indian reference food,piece,22,30,38,0.8,70.0,Henry et al. GI tables (non-Indian cohort),25.67,20.07,31.74,High,0.88,36.67142857142857,Original country: SriLanka. Renamed generically for Indian audience.,kurakkanflourroti | Kurakkanflourroti,"Kurakkan Flour Roti | aka Kurakkanflourroti | aliases: kurakkanflourroti, Kurakkanflourroti | category: Non-Indian reference food | serving_type: piece | serving_g: 30(min 22 max 38) | GI: 70 | GL_median: 25.67 | GL_category: High | available_carbs_g: 66.6667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: SriLanka. Renamed generically for Indian audience.",36.67142857142857,11.001428571428571
NONIND_0599,Kurakkanpittu with Gravy,‘Kurakkanpittu’Withgravy,Non-Indian reference food,katori,120,150,180,0.7,63.2,Henry et al. GI tables (non-Indian cohort),26.12,20.9,31.34,High,0.88,41.32911392405063,Original country: SriLanka. Renamed generically for Indian audience.,‘Kurakkanpittu’Withgravy | kurakkanpittu withgravy | kurakkanpittuwithgravy,"Kurakkanpittu with Gravy | aka ‘Kurakkanpittu’Withgravy | aliases: ‘Kurakkanpittu’Withgravy, kurakkanpittu withgravy, kurakkanpittuwithgravy | category: Non-Indian reference food | serving_type: katori | serving_g: 150(min 120 max 180) | GI: 63.2 | GL_median: 26.12 | GL_category: High | available_carbs_g: 20.6667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: SriLanka. Renamed generically for Indian audience.",41.32911392405063,61.99367088607594
NONIND_0598,Kurakkanpittu with Green Curry,‘Kurakkanpittu’Withgreencurry,Non-Indian reference food,katori,120,150,180,0.7,57.5,Henry et al. GI tables (non-Indian cohort),21.92,17.54,26.3,High,0.88,38.12173913043478,Original country: SriLanka. Renamed generically for Indian audience.,‘Kurakkanpittu’Withgreencurry | kurakkanpittu withgreencurry | kurakkanpittuwithgreencurry,"Kurakkanpittu with Green Curry | aka ‘Kurakkanpittu’Withgreencurry | aliases: ‘Kurakkanpittu’Withgreencurry, kurakkanpittu withgreencurry, kurakkanpittuwithgreencurry | category: Non-Indian reference food | serving_type: katori | serving_g: 150(min 120 max 180) | GI: 57.5 | GL_median: 21.92 | GL_category: High | available_carbs_g: 19.0667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: SriLanka. Renamed generically for Indian audience.",38.12173913043478,57.18260869565217
NONIND_0600,Kurakkanpittu with Green Curry and Gravy,‘Kurakkanpittu’Withgreencurryandgravy,Non-Indian reference food,katori,120,150,180,0.7,59.2,Henry et al. GI tables (non-Indian cohort),20.28,16.22,24.34,High,0.88,34.25675675675676,Original country: SriLanka. Renamed generically for Indian audience.,‘Kurakkanpittu’Withgreencurryandgravy | kurakkanpittu withgreencurryandgravy,"Kurakkanpittu with Green Curry and Gravy | aka ‘Kurakkanpittu’Withgreencurryandgravy | aliases: ‘Kurakkanpittu’Withgreencurryandgravy, kurakkanpittu withgreencurryandgravy | category: Non-Indian reference food | serving_type: katori | serving_g: 150(min 120 max 180) | GI: 59.2 | GL_median: 20.28 | GL_category: High | available_carbs_g: 17.1333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: SriLanka. Renamed generically for Indian audience.",34.25675675675676,51.38513513513513
NONIND_0268,Kutsinta,Kutsinta,Non-Indian reference food,portion,105,150,195,0.5,80.0,Henry et al. GI tables (non-Indian cohort),20.53,20.53,20.53,High,0.88,25.6625,Original country: Philippines. Renamed generically for Indian audience.,,Kutsinta | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 80 | GL_median: 20.53 | GL_category: High | available_carbs_g: 25.6667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Philippines. Renamed generically for Indian audience.,25.6625,38.49375
NONIND_0076,Lacypan Cake with Chicken Curry,Lacypancakewithchickencurry,Non-Indian reference food,katori,120,150,180,0.7,81.0,Henry et al. GI tables (non-Indian cohort),162.0,129.6,194.4,High,0.88,200.0,Original country: Malaysia. Renamed generically for Indian audience.,lacypancakewithchickencurry | Lacypancakewithchickencurry,"Lacypan Cake with Chicken Curry | aka Lacypancakewithchickencurry | aliases: lacypancakewithchickencurry, Lacypancakewithchickencurry | category: Non-Indian reference food | serving_type: katori | serving_g: 150(min 120 max 180) | GI: 81 | GL_median: 162 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Malaysia. Renamed generically for Indian audience.",200.0,300.0
NONIND_0072,Lacypanckaes,Lacypanckaes,Non-Indian reference food,portion,105,150,195,0.5,49.0,Henry et al. GI tables (non-Indian cohort),23.32,23.32,23.32,High,0.88,47.59183673469388,Original country: Malaysia. Renamed generically for Indian audience.,,Lacypanckaes | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 49 | GL_median: 23.32 | GL_category: High | available_carbs_g: 47.6 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Malaysia. Renamed generically for Indian audience.,47.59183673469388,71.38775510204081
T3_0122,Laddu,Laddu (besan),Sweets & desserts,piece,52,70,88,0.55,80.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,40.0,40.0,40.0,High,0.6,50.0,Sugar + besan; recipe-based.,laddu (besan) | Laddu (besan) | laddu(besan) | laddoo | ladoo,"Laddu | aka Laddu (besan) | aliases: laddu (besan), Laddu (besan), laddu(besan), laddoo, ladoo | category: Sweets & desserts | serving_type: piece | serving_g: 70(min 52 max 88) | GI: 80 | GL_median: 40 | GL_category: High | available_carbs_g: 50 | confidence_score: 0.6 | evidence: Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels. | notes: Sugar + besan; recipe-based.",50.0,35.0
T4_0064,Lasagna,Lasagna (veg),Mixed meals,bowl,188,250,312,0.7,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,6.72,6.72,6.72,Low,0.55,11.2,Layered pasta.,Lasagna (veg) | lasagna (veg) | Lasagna Veg | lasagna veg | lasagna(veg) | lasagnaveg,"Lasagna | aka Lasagna (veg) | aliases: Lasagna (veg), lasagna (veg), Lasagna Veg, lasagna veg, lasagna(veg), lasagnaveg | category: Mixed meals | serving_type: bowl | serving_g: 250(min 188 max 312) | GI: 60 | GL_median: 6.72 | GL_category: Low | available_carbs_g: 11.2 | confidence_score: 0.55 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Layered pasta.",11.2,28.0
