food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
IND_HENRY2021_671,Brownragiroti + curryleafpowder (CLP),Grains & staples,56.2,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 136; n=10 Healthy; ref food/time: Glucose/2h participants; portion 64.585 g provides 50 g available carbs (table page 23).",43.5,39.2,47.9,High,0.9,100,77.4,Computed carbs per 100 g using study portion: 50 g available carbs in 64.585 g portion. GI SEM/SD reported: 5.56.
IND_HENRY2021_672,Whiteragiflourroti + curryleafpowder (CLP),Grains & staples,62.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 136; n=10 Healthy; ref food/time: Glucose/2h participants; portion 64.585 g provides 50 g available carbs (table page 23).",48.4,43.5,53.2,High,0.9,100,77.4,Computed carbs per 100 g using study portion: 50 g available carbs in 64.585 g portion. GI SEM/SD reported: 4.23.
IND_HENRY2021_673,Wheatchapatti,Grains & staples,48.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 137; n=10 Healthy; ref food/time: Glucose/2h participants; portion 72.05 g provides 50 g available carbs (table page 23).",33.6,30.2,36.9,High,0.9,100,69.4,Computed carbs per 100 g using study portion: 50 g available carbs in 72.05 g portion. GI SEM/SD reported: 20.59.
IND_HENRY2021_674,Wheatchapattienriched with carrotpowder,Grains & staples,53.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 137; n=10 Healthy; ref food/time: Glucose/2h 15%carrotpowder participants; portion 72.22 g provides 50 g available carbs (table page 23).",37.0,33.3,40.7,High,0.9,100,69.2,Computed carbs per 100 g using study portion: 50 g available carbs in 72.22 g portion. GI SEM/SD reported: 16.91.
IND_HENRY2021_675,Dalia,Pulses & legumes,38.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 137; n=10 Healthy; ref food/time: Glucose/2h 10gmoongdal participants 280mlwater; portion 10 g provides 50 g available carbs (table page 23).",190.2,175.0,205.5,High,0.92,100,500.0,Computed carbs per 100 g using study portion: 50 g available carbs in 10 g portion. GI SEM/SD reported: 27.04.
IND_HENRY2021_676,Saltyenricheddalia ( with carrotgrits),Pulses & legumes,49.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 137; n=10 Healthy; ref food/time: Glucose/2h 6.66gmoongdal participants 10.73gcarrotgrits 279mlwater; portion 13.34 g provides 50 g available carbs (table page 23).",186.7,168.0,205.4,High,0.9,100,374.8,Computed carbs per 100 g using study portion: 50 g available carbs in 13.34 g portion. GI SEM/SD reported: 25.69.
IND_HENRY2021_677,,Other,5.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 138; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 30 g available carbs (table page 23).",3.0,2.8,3.2,Low,0.92,100,60.0,Computed carbs per 100 g using study portion: 30 g available carbs in 50 g portion. GI SEM/SD reported: 48.86.
IND_HENRY2021_678,,Other,10.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 138; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 30 g available carbs (table page 23).",6.0,5.5,6.5,Low,0.92,100,60.0,Computed carbs per 100 g using study portion: 30 g available carbs in 50 g portion. GI SEM/SD reported: 46.44.
IND_HENRY2021_679,"Biscuits[ ( refined wheat flour,barleyflourand",Grains & staples,38.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 139; n=10 Healthy; ref food/time: Glucose/2h soyflour(25:50:25)] participants; portion 108.5 g provides 50 g available carbs (table page 23).",17.8,16.0,19.6,Medium,0.9,100,46.1,Computed carbs per 100 g using study portion: 50 g available carbs in 108.5 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_680,,Other,100.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 139; n=10 Healthy; ref food/time: Whitebread/ participants 2h; portion 94 g provides 50 g available carbs (table page 23).",53.2,48.9,57.4,High,0.92,100,53.2,Computed carbs per 100 g using study portion: 50 g available carbs in 94 g portion. GI SEM/SD reported: 83.99.
IND_HENRY2021_681,"Extrudedsnack (whole-wheat flour,barleyand",Grains & staples,48.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 140; n=10 Healthy; ref food/time: Glucose/2h chickpea,50:25:25) participants; portion 67.5 g provides 50 g available carbs (table page 23).",36.1,32.5,39.7,High,0.9,100,74.1,Computed carbs per 100 g using study portion: 50 g available carbs in 67.5 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_682,Extrudedsnack (100% whole-wheat flour),Grains & staples,69.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 140; n=10 Healthy; ref food/time: Glucose/2h participants; portion 64 g provides 50 g available carbs (table page 23).",54.4,49.0,59.9,High,0.9,100,78.1,Computed carbs per 100 g using study portion: 50 g available carbs in 64 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_683,Brownrice,Grains & staples,57.6,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 141; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 12 g available carbs (table page 23).",13.8,12.7,14.9,Medium,0.92,100,24.0,Computed carbs per 100 g using study portion: 12 g available carbs in 50 g portion. GI SEM/SD reported: 6.8.
IND_HENRY2021_686,Uzhunnuvada,Other,21.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 172 g provides 50 g available carbs (table page 23).",6.3,5.8,6.8,Low,0.92,100,29.1,Computed carbs per 100 g using study portion: 50 g available carbs in 172 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_687,Tapioca,Other,83.6,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Glucose/2h; ref food/time: participants; portion 135 g provides 50 g available carbs (table page 23).",31.0,28.5,33.4,High,0.92,100,37.0,Computed carbs per 100 g using study portion: 50 g available carbs in 135 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_688,Dosa,Breads & fermented,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",23.2,21.4,25.1,High,0.92,100,41.7,Computed carbs per 100 g using study portion: 50 g available carbs in 120 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_689,Puttu,Other,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",22.2,20.4,24.0,High,0.92,100,35.5,Computed carbs per 100 g using study portion: 50 g available carbs in 141 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_690,Plaintain (unripe),Other,73.9,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 422 g provides 50 g available carbs (table page 23).",8.8,8.1,9.5,Low,0.92,100,11.8,Computed carbs per 100 g using study portion: 50 g available carbs in 422 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_691,Chapathi,Other,54.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 110 g provides 50 g available carbs (table page 23).",24.7,22.8,26.7,High,0.92,100,45.5,Computed carbs per 100 g using study portion: 50 g available carbs in 110 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_692,Poori,Other,58.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 121 g provides 50 g available carbs (table page 23).",24.2,22.3,26.1,High,0.92,100,41.3,Computed carbs per 100 g using study portion: 50 g available carbs in 121 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_693,Idiyappam,Other,59.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 131 g provides 50 g available carbs (table page 23).",22.7,20.9,24.5,High,0.92,100,38.2,Computed carbs per 100 g using study portion: 50 g available carbs in 131 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_694,Appam,Other,59.9,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 122 g provides 50 g available carbs (table page 23).",24.6,22.6,26.5,High,0.92,100,41.0,Computed carbs per 100 g using study portion: 50 g available carbs in 122 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_695,Yam,Other,55.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants NutritionandDiabetes Henryetal.NutritionandDiabetes (2021) 11:2 Page24of36 Reference Country Fooditem GI(glucose=100) Servingsize(g)perexperimental AvailableCHO Participants Reference portionsize (g)per (typeand foodand experimental number) timeperiod portion Mean SEM; portion 282 g provides 50 g available carbs (table page 23).",9.8,9.1,10.6,Low,0.92,100,17.7,Computed carbs per 100 g using study portion: 50 g available carbs in 282 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_696,Porotta,Other,38.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 121 g provides 50 g available carbs (table page 24).",15.7,14.4,16.9,Medium,0.92,100,41.3,Computed carbs per 100 g using study portion: 50 g available carbs in 121 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_697,Semolinaupma,Grains & staples,62.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 142 g provides 50 g available carbs (table page 24).",22.0,19.8,24.2,High,0.9,100,35.2,Computed carbs per 100 g using study portion: 50 g available carbs in 142 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_698,Idli,Breads & fermented,62.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 149 g provides 50 g available carbs (table page 24).",21.0,19.3,22.6,High,0.92,100,33.6,Computed carbs per 100 g using study portion: 50 g available carbs in 149 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_699,Thepla,Other,57.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 143; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 30 g available carbs (table page 24).",34.7,31.9,37.4,High,0.92,100,60.0,Computed carbs per 100 g using study portion: 30 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_700,,Other,2.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 143; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 30 g available carbs (table page 24).",1.2,1.1,1.3,Low,0.92,100,60.0,Computed carbs per 100 g using study portion: 30 g available carbs in 50 g portion. GI SEM/SD reported: 37.3.
IND_HENRY2021_701,Maize,Other,75.2,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 144; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",15.0,13.8,16.2,Medium,0.92,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 0.6.
IND_HENRY2021_702,Boiledmaize ( with wholebengal gram),Other,68.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 144; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",13.7,12.6,14.8,Medium,0.92,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 0.86.
IND_HENRY2021_703,Alkali-treatedmaize ( with wholebengal gram),Other,69.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 144; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",13.8,12.4,15.2,Medium,0.9,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 0.66.
IND_HENRY2021_704,Roastedmaize ( with wholebengal gram),Other,72.2,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 144; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",14.4,13.0,15.9,Medium,0.9,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI SEM/SD reported: 0.6.
IND_HENRY2021_705,DiaBlissherbalsugar (DHS),Other,46.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 145; n=16 Healthy; ref food/time: Glucose/2h participants; portion 50 g provides 50 g available carbs (table page 24).",46.5,41.9,51.2,High,0.9,100,100.0,Computed carbs per 100 g using study portion: 50 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_706,"Mixedminimeal:wheat,pearlbarleyand",Grains & staples,71.9,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 146; n=None None; ref food/time: Healthy Glucose/2h Bengalgramflour(besan)mixwithchana participants whole(unhuskedchana+curd); portion 50 g provides 12 g available carbs (table page 24).",17.3,15.5,19.0,Medium,0.9,100,24.0,Computed carbs per 100 g using study portion: 12 g available carbs in 50 g portion. GI SEM/SD reported: 7.4.
IND_HENRY2021_707,Upma (addeddecorticatedfingermillet with,Grains & staples,84.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h lowerdegreeofpolish) participants; portion 50 g provides 16 g available carbs (table page 24).",27.1,24.4,29.8,High,0.9,100,32.0,Computed carbs per 100 g using study portion: 16 g available carbs in 50 g portion. GI SEM/SD reported: 8.2.
IND_HENRY2021_708,Upma (addedfingermilletflakes),Grains & staples,82.3,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",26.3,23.7,29.0,High,0.9,100,32.0,Computed carbs per 100 g using study portion: 16 g available carbs in 50 g portion. GI SEM/SD reported: 6.8.
IND_HENRY2021_709,Upma (addedfingermilletvermicelli),Grains & staples,65.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 16 g available carbs (table page 24).",21.0,18.9,23.1,High,0.9,100,32.0,Computed carbs per 100 g using study portion: 16 g available carbs in 50 g portion. GI SEM/SD reported: 5.5.
IND_HENRY2021_710,Fingermilletextrudedsnack,Grains & staples,65.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 147; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 12 g available carbs (table page 24).",15.6,14.0,17.2,Medium,0.9,100,24.0,Computed carbs per 100 g using study portion: 12 g available carbs in 50 g portion. GI SEM/SD reported: 6.6.
IND_HENRY2021_711,Roti (whole-wheat flour),Grains & staples,44.6,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 148; n=30 Healthy; ref food/time: Dextrose/2h participants; portion 55 g provides 50 g available carbs (table page 24).",40.5,37.3,43.8,High,0.92,100,90.9,Computed carbs per 100 g using study portion: 50 g available carbs in 55 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_712,Chappati (multigrainflour),Other,28.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 148; n=30 Healthy; ref food/time: Dextrose/2h participants; portion 84 g provides 50 g available carbs (table page 24).",16.9,15.2,18.6,Medium,0.9,100,59.5,Computed carbs per 100 g using study portion: 50 g available carbs in 84 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_713,Greenjackfruit (freeze-dried) porridge,Fruits,65.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 149; n=None None; ref food/time: Healthy Glucodin/2h participants; portion 2550 g provides 10 g available carbs (table page 24).",0.3,0.2,0.3,Low,0.9,100,0.4,Computed carbs per 100 g using study portion: 10 g available carbs in 2550 g portion. GI SEM/SD reported: 5.
IND_HENRY2021_714,Kashi7whole-grain‘pilaf’,Other,58.9,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 150; n=14 Healthy; ref food/time: Glucose/2h participants; portion 160 g provides 50 g available carbs (table page 24).",18.4,16.9,19.9,Medium,0.92,100,31.2,Computed carbs per 100 g using study portion: 50 g available carbs in 160 g portion. GI SEM/SD reported: 5.1.
IND_HENRY2021_715,UncleBen’swhole-grainfastandnatural,Other,87.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 150; n=14 Healthy; ref food/time: Glucose/2h instantbrownrice participants; portion 193 g provides 50 g available carbs (table page 24).",22.7,20.5,25.0,High,0.9,100,25.9,Computed carbs per 100 g using study portion: 50 g available carbs in 193 g portion. GI SEM/SD reported: 6.8.
IND_HENRY2021_716,refined maizeugaliflour,Other,71.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 150; n=14 Healthy; ref food/time: Glucose/2h participants; portion 161 g provides 50 g available carbs (table page 24).",22.2,20.0,24.4,High,0.9,100,31.1,Computed carbs per 100 g using study portion: 50 g available carbs in 161 g portion. GI SEM/SD reported: 5.1.
IND_HENRY2021_717,Wholemaizeugaliflour,Other,74.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 150; n=14 Healthy; ref food/time: Glucose/2h participants; portion 164 g provides 50 g available carbs (table page 24).",22.8,20.5,25.1,High,0.9,100,30.5,Computed carbs per 100 g using study portion: 50 g available carbs in 164 g portion. GI SEM/SD reported: 6.5.
IND_HENRY2021_718,Millet-basedroti,Grains & staples,53.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 151; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",10.6,9.8,11.4,Medium,0.92,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_719,Millet-baseddosa,Grains & staples,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 151; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",7.4,6.8,8.0,Low,0.92,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_720,Millet-baseddumpling,Grains & staples,48.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 151; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",9.6,8.6,10.6,Low,0.9,100,20.0,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_721,Preservedcoconutsugar,Other,52.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 152; n=15 Healthy; ref food/time: Glucose/2h participants; portion 62.5 g provides 50 g available carbs (table page 24).",42.0,37.8,46.2,High,0.9,100,80.0,Computed carbs per 100 g using study portion: 50 g available carbs in 62.5 g portion. GI variability (SEM/SD) not reported in row.
