food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,aliases_compiled,search_text,available_carbs_per_serving_calc,available_carbs_quality_flag,available_carbs_g_original,available_carbs_per_serving_original
NONIND_0748,Doughnut,Doughnutwithwater,Non-Indian reference food,piece,52,70,88,0.8,75.5,Henry et al. GI tables (non-Indian cohort),21.57,21.57,21.57,High,0.88,28.57142857,Original country: Oman. Renamed generically for Indian audience.,doughnutwithwater | Doughnutwithwater,"Doughnut | aka Doughnutwithwater | aliases: doughnutwithwater, Doughnutwithwater | category: Non-Indian reference food | serving_type: piece | serving_g: 70(min 52 max 88) | GI: 75.5 | GL_median: 21.57 | GL_category: High | available_carbs_g: 28.5714 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Oman. Renamed generically for Indian audience.",20.0,PASS,28.57142857,20.0
NONIND_0746,Dried Bisr Dates,Dried Bisr(matureunripe)dates,Non-Indian reference food,portion,105,150,195,0.5,54.6,Henry et al. GI tables (non-Indian cohort),21.84,21.84,21.84,High,0.88,40.0,Original country: UnitedArab. Renamed generically for Indian audience.,dried bisr(matureunripe)dates | Dried Bisr(matureunripe)dates | driedbisrdates,"Dried Bisr Dates | aka Dried Bisr(matureunripe)dates | aliases: dried bisr(matureunripe)dates, Dried Bisr(matureunripe)dates, driedbisrdates | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 54.6 | GL_median: 21.84 | GL_category: High | available_carbs_g: 40 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: UnitedArab. Renamed generically for Indian audience.",60.0,PASS,40.0,60.0
NONIND_0747,Dried Tamr Dates,Dried Tamr(matureripe)dates,Non-Indian reference food,portion,105,150,195,0.5,54.3,Henry et al. GI tables (non-Indian cohort),21.72,21.72,21.72,High,0.88,40.0,Original country: UnitedArab. Renamed generically for Indian audience.,dried tamr(matureripe)dates | Dried Tamr(matureripe)dates | driedtamr(matureripe)dates | driedtamrdates,"Dried Tamr Dates | aka Dried Tamr(matureripe)dates | aliases: dried tamr(matureripe)dates, Dried Tamr(matureripe)dates, driedtamr(matureripe)dates, driedtamrdates | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 54.3 | GL_median: 21.72 | GL_category: High | available_carbs_g: 40 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: UnitedArab. Renamed generically for Indian audience.",60.0,PASS,40.0,60.0
NONIND_0444,Driedapples,Driedapples,Non-Indian reference food,portion,105,150,195,0.5,43.0,Henry et al. GI tables (non-Indian cohort),18.66,18.66,18.66,Medium,0.88,43.4,Original country: China. Renamed generically for Indian audience.,,Driedapples | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 43 | GL_median: 18.66 | GL_category: Medium | available_carbs_g: 43.4 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: China. Renamed generically for Indian audience.,65.1,PASS,43.4,65.1
NONIND_0448,Driedapples with Rice,Driedapples+Rice,Non-Indian reference food,plate,120,150,180,0.85,65.0,Henry et al. GI tables (non-Indian cohort),75.6,67.7,84.63,High,0.88,86.8,Original country: China. Renamed generically for Indian audience.,driedapples rice | Driedapples+Rice | driedappleswithrice | driedapplesrice,"Driedapples with Rice | aka Driedapples+Rice | aliases: driedapples rice, Driedapples+Rice, driedappleswithrice, driedapplesrice | category: Non-Indian reference food | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 65 | GL_median: 75.6 | GL_category: High | available_carbs_g: 86.8 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: China. Renamed generically for Indian audience.",130.2,PASS,86.8,130.2
NONIND_0453,Driedapples with Rice with Almonds,Driedapples+Rice+Almonds,Non-Indian reference food,plate,120,150,180,0.85,60.0,Henry et al. GI tables (non-Indian cohort),72.57,64.99,81.24,High,0.88,90.26666667,Original country: China. Renamed generically for Indian audience.,driedapples rice almonds | Driedapples+Rice+Almonds | driedapplesricealmonds,"Driedapples with Rice with Almonds | aka Driedapples+Rice+Almonds | aliases: driedapples rice almonds, Driedapples+Rice+Almonds, driedapplesricealmonds | category: Non-Indian reference food | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 60 | GL_median: 72.57 | GL_category: High | available_carbs_g: 90.2667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: China. Renamed generically for Indian audience.",135.4,PASS,90.26666667,135.4
NONIND_0446,Driedapricots,Driedapricots,Non-Indian reference food,portion,105,150,195,0.5,56.0,Henry et al. GI tables (non-Indian cohort),20.65,20.65,20.65,High,0.88,36.86666667,Original country: China. Renamed generically for Indian audience.,,Driedapricots | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 56 | GL_median: 20.65 | GL_category: High | available_carbs_g: 36.8667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: China. Renamed generically for Indian audience.,55.3,PASS,36.86666667,55.3
NONIND_0450,Driedapricots with Rice,Driedapricots+Rice,Non-Indian reference food,plate,120,150,180,0.85,75.0,Henry et al. GI tables (non-Indian cohort),74.1,66.36,82.95,High,0.88,73.73333333,Original country: China. Renamed generically for Indian audience.,driedapricots rice | Driedapricots+Rice | driedapricotswithrice | driedapricotsrice,"Driedapricots with Rice | aka Driedapricots+Rice | aliases: driedapricots rice, Driedapricots+Rice, driedapricotswithrice, driedapricotsrice | category: Non-Indian reference food | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 75 | GL_median: 74.1 | GL_category: High | available_carbs_g: 73.7333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: China. Renamed generically for Indian audience.",110.6,PASS,73.73333333,110.6
NONIND_0455,Driedapricots with Rice with Almonds,Driedapricots+Rice+Almonds,Non-Indian reference food,plate,120,150,180,0.85,64.0,Henry et al. GI tables (non-Indian cohort),65.75,58.88,73.61,High,0.88,76.66666667,Original country: China. Renamed generically for Indian audience.,driedapricots rice almonds | Driedapricots+Rice+Almonds | driedapricotsricealmonds,"Driedapricots with Rice with Almonds | aka Driedapricots+Rice+Almonds | aliases: driedapricots rice almonds, Driedapricots+Rice+Almonds, driedapricotsricealmonds | category: Non-Indian reference food | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 64 | GL_median: 65.75 | GL_category: High | available_carbs_g: 76.6667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: China. Renamed generically for Indian audience.",115.0,PASS,76.66666667,115.0
NONIND_0746,Driedbisr Dates,Driedbisr(Matureunripe)Dates,Non-Indian reference food,portion,105,150,195,0.5,54.6,Henry et al. GI tables (non-Indian cohort),21.84,21.84,21.84,High,0.88,40.0,Original country: UnitedArab. Renamed generically for Indian audience.,Driedbisr(Matureunripe)Dates | driedbisr(matureunripe)dates | driedbisrdates,"Driedbisr Dates | aka Driedbisr(Matureunripe)Dates | aliases: Driedbisr(Matureunripe)Dates, driedbisr(matureunripe)dates, driedbisrdates | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 54.6 | GL_median: 21.84 | GL_category: High | available_carbs_g: 40 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: UnitedArab. Renamed generically for Indian audience.",60.0,PASS,40.0,60.0
NONIND_0445,Driedjujubes,Driedjujubes,Non-Indian reference food,portion,105,150,195,0.5,55.0,Henry et al. GI tables (non-Indian cohort),21.82,21.82,21.82,High,0.88,39.66666667,Original country: China. Renamed generically for Indian audience.,,Driedjujubes | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 55 | GL_median: 21.82 | GL_category: High | available_carbs_g: 39.6667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: China. Renamed generically for Indian audience.,59.5,PASS,39.66666667,59.5
NONIND_0449,Driedjujubes with Rice,Driedjujubes+Rice,Non-Indian reference food,plate,120,150,180,0.85,77.0,Henry et al. GI tables (non-Indian cohort),81.86,73.31,91.64,High,0.88,79.33333333,Original country: China. Renamed generically for Indian audience.,driedjujubes rice | Driedjujubes+Rice | driedjujubeswithrice | driedjujubesrice,"Driedjujubes with Rice | aka Driedjujubes+Rice | aliases: driedjujubes rice, Driedjujubes+Rice, driedjujubeswithrice, driedjujubesrice | category: Non-Indian reference food | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 77 | GL_median: 81.86 | GL_category: High | available_carbs_g: 79.3333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: China. Renamed generically for Indian audience.",119.0,PASS,79.33333333,119.0
NONIND_0454,Driedjujubes with Rice with Almonds,Driedjujubes+Rice+Almonds,Non-Indian reference food,plate,120,150,180,0.85,52.0,Henry et al. GI tables (non-Indian cohort),57.51,51.5,64.38,High,0.88,82.53333333,Original country: China. Renamed generically for Indian audience.,driedjujubes rice almonds | Driedjujubes+Rice+Almonds | driedjujubesricealmonds,"Driedjujubes with Rice with Almonds | aka Driedjujubes+Rice+Almonds | aliases: driedjujubes rice almonds, Driedjujubes+Rice+Almonds, driedjujubesricealmonds | category: Non-Indian reference food | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 52 | GL_median: 57.51 | GL_category: High | available_carbs_g: 82.5333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: China. Renamed generically for Indian audience.",123.8,PASS,82.53333333,123.8
NONIND_0747,Driedtamr Dates,Driedtamr(Matureripe)Dates,Non-Indian reference food,portion,105,150,195,0.5,54.3,Henry et al. GI tables (non-Indian cohort),21.72,21.72,21.72,High,0.88,40.0,Original country: UnitedArab. Renamed generically for Indian audience.,driedtamr(matureripe)dates | Driedtamr(Matureripe)Dates | driedtamrdates,"Driedtamr Dates | aka Driedtamr(Matureripe)Dates | aliases: driedtamr(matureripe)dates, Driedtamr(Matureripe)Dates, driedtamrdates | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 54.3 | GL_median: 21.72 | GL_category: High | available_carbs_g: 40 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: UnitedArab. Renamed generically for Indian audience.",60.0,PASS,40.0,60.0
NONIND_0422,Dumpling,Dumpling(Shallot+Meat),Non-Indian reference food,portion,105,150,195,0.5,28.0,Henry et al. GI tables (non-Indian cohort),3.73,3.73,3.73,Low,0.88,13.33333333,Original country: China. Renamed generically for Indian audience.,dumpling(shallot meat) | Dumpling(Shallot+Meat) | dumpling(shallotmeat),"Dumpling | aka Dumpling(Shallot+Meat) | aliases: dumpling(shallot meat), Dumpling(Shallot+Meat), dumpling(shallotmeat) | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 28 | GL_median: 3.73 | GL_category: Low | available_carbs_g: 13.3333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: China. Renamed generically for Indian audience.",20.0,PASS,13.33333333,20.0
T1_0610,Durum Wheat Precooked Cooked,"Durum wheat, precooked, cooked",Grains & staples,plate,120,150,180,0.55,20.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #610",9.87,9.87,9.87,Low,0.92,49.33333333,Normalized to 100g from table serving 50g with 37g available carbs and GL 19.,"durum wheat, precooked, cooked | Durum wheat, precooked, cooked | Durum wheat | durum wheat | durumwheatprecookedcooked | durumwheat | precooked | cooked | Cooked","Durum Wheat Precooked Cooked | aka Durum wheat, precooked, cooked | aliases: durum wheat  precooked  cooked, Durum wheat  precooked  cooked, Durum wheat, durum wheat, durumwheatprecookedcooked, durumwheat, precooked, cooked, Cooked | category: Grains & staples | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 20 | GL_median: 9.87 | GL_category: Low | available_carbs_g: 49.3333 | confidence_score: 0.92 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #610 | notes: Normalized to 100g from table serving 50g with 37g available carbs and GL 19.",74.0,PASS,49.33333333,74.0
T1_0612,Durum Wheat Precooked in Pouch,"Durum wheat, precooked in pouch",Grains & staples,plate,120,150,180,0.55,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #612",8.32,8.32,8.32,Low,0.92,20.8,Normalized to 100g from table serving 125g with 39g available carbs and GL 16.,"durum wheat, precooked in pouch | Durum wheat, precooked in pouch | precooked in pouch | Durum wheat | durum wheat | precookedinpouch | durumwheat","Durum Wheat Precooked in Pouch | aka Durum wheat, precooked in pouch | aliases: durum wheat  precooked in pouch, Durum wheat  precooked in pouch, precooked in pouch, Durum wheat, durum wheat, precookedinpouch, durumwheat | category: Grains & staples | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 40 | GL_median: 8.32 | GL_category: Low | available_carbs_g: 20.8 | confidence_score: 0.92 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #612 | notes: Normalized to 100g from table serving 125g with 39g available carbs and GL 16.",31.2,PASS,20.8,31.2
WEST_IN_0250,Eclair,Eclair,Western foods (India) - Desserts,piece,52,70,88,0.55,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,46.83,46.83,46.83,High,0.68,68.57142857,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.,,Eclair | category: Western foods (India) - Desserts | serving_type: piece | serving_g: 70(min 52 max 88) | GI: 68.3 | GL_median: 46.83 | GL_category: High | available_carbs_g: 68.5714 | confidence_score: 0.68 | evidence: Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula. | notes: Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.,48.0,PASS,68.57142857,48.0
NONIND_0164,Ediblepoddedpeas,Ediblepoddedpeas(Pisumsativumlinn.),Non-Indian reference food,portion,105,150,195,0.5,30.0,Henry et al. GI tables (non-Indian cohort),2.8,2.8,2.8,Low,0.88,9.333333333,Original country: Indonesia. Renamed generically for Indian audience.,ediblepoddedpeas(pisumsativumlinn ) | Ediblepoddedpeas(Pisumsativumlinn.),"Ediblepoddedpeas | aka Ediblepoddedpeas(Pisumsativumlinn.) | aliases: ediblepoddedpeas(pisumsativumlinn ), Ediblepoddedpeas(Pisumsativumlinn.) | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 30 | GL_median: 2.8 | GL_category: Low | available_carbs_g: 9.3333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Indonesia. Renamed generically for Indian audience.",14.0,PASS,9.333333333,14.0
T4_0022,Egg Fried Rice,Egg fried rice,Mixed meals,plate,200,250,300,0.75,68.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,9.11,8.16,10.2,Low,0.55,24.0,Rice dominant.,eggfriedrice,Egg Fried Rice | aka Egg fried rice | aliases: eggfriedrice | category: Mixed meals | serving_type: plate | serving_g: 250(min 200 max 300) | GI: 68 | GL_median: 9.11 | GL_category: Low | available_carbs_g: 10 | confidence_score: 0.55 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Rice dominant.,60.0,FIXED:RICE_DISH_CARBS_SET_MIN_24G_PER100G,10.0,25.0
NONIND_0525,Egg Tart,Eggtart,Non-Indian reference food,portion,105,150,195,0.5,45.0,Henry et al. GI tables (non-Indian cohort),10.5,10.5,10.5,Medium,0.88,23.33333333,Original country: Hong. Renamed generically for Indian audience.,Eggtart | eggtart,"Egg Tart | aka Eggtart | aliases: Eggtart, eggtart | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 45 | GL_median: 10.5 | GL_category: Medium | available_carbs_g: 23.3333 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Hong. Renamed generically for Indian audience.",35.0,PASS,23.33333333,35.0
T4_0045,Energy Bar,Energy bar (Indian),Snacks,handful,15,25,35,0.5,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,65.0,65.0,65.0,High,0.54,100.0,Highly variable.,energy bar (indian) | Energy bar (Indian) | energybar(indian) | energybar,"Energy Bar | aka Energy bar (Indian) | aliases: energy bar (indian), Energy bar (Indian), energybar(indian), energybar | category: Snacks | serving_type: handful | serving_g: 25(min 15 max 35) | GI: 65 | GL_median: 65 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.54 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Highly variable.",25.0,PASS,100.0,25.0
T4_0052,Energy Drink,Energy drink,Beverages,glass,200,250,300,0.6,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,6.6,6.6,6.6,Low,0.56,4.4,Sugar-based.,energydrink,Energy Drink | aka Energy drink | aliases: energydrink | category: Beverages | serving_type: glass | serving_g: 250(min 200 max 300) | GI: 75 | GL_median: 6.6 | GL_category: Low | available_carbs_g: 4.4 | confidence_score: 0.56 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Sugar-based.,11.0,PASS,4.4,11.0
T4_0126,Energy Gel,Energy gel,Beverages,glass,200,250,300,0.6,90.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,50.4,50.4,50.4,High,0.48,28.0,Sports gel; pure carbs.,energygel,Energy Gel | aka Energy gel | aliases: energygel | category: Beverages | serving_type: glass | serving_g: 250(min 200 max 300) | GI: 90 | GL_median: 50.4 | GL_category: High | available_carbs_g: 28 | confidence_score: 0.48 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Sports gel; pure carbs.,70.0,PASS,28.0,70.0
NONIND_0254,Europeancarrot Cake with Coconut Flour,Europeancarrotcake+Coconutflour,Non-Indian reference food,piece,60,80,100,0.75,51.8,Henry et al. GI tables (non-Indian cohort),12.95,12.95,12.95,Medium,0.88,25.0,Original country: Philippines. Renamed generically for Indian audience.,europeancarrotcake coconutflour | Europeancarrotcake+Coconutflour,"Europeancarrot Cake with Coconut Flour | aka Europeancarrotcake+Coconutflour | aliases: europeancarrotcake coconutflour, Europeancarrotcake+Coconutflour | category: Non-Indian reference food | serving_type: piece | serving_g: 80(min 60 max 100) | GI: 51.8 | GL_median: 12.95 | GL_category: Medium | available_carbs_g: 25 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Philippines. Renamed generically for Indian audience.",20.0,PASS,25.0,20.0
IND_HENRY2021_681,Extrudedsnack,"Extrudedsnack (whole-wheat flour,barleyand",Grains & staples,plate,120,150,180,0.55,48.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 140; n=10 Healthy; ref food/time: Glucose/2h chickpea,50:25:25) participants; portion 67.5 g provides 50 g available carbs (table page 23).",24.11,24.11,24.11,High,0.9,49.4,Computed carbs per 100 g using study portion: 50 g available carbs in 67.5 g portion. GI variability (SEM/SD) not reported in row.,"extrudedsnack (whole wheat flour,barleyand | Extrudedsnack (whole wheat flour,barleyand | extrudedsnack (whole-wheat flour,barleyand | Extrudedsnack (whole-wheat flour,barleyand | Extrudedsnack (whole-wheat flour | extrudedsnack (whole-wheat flour | barleyand","Extrudedsnack | aka Extrudedsnack (whole-wheat flour,barleyand | aliases: extrudedsnack (whole wheat flour barleyand, Extrudedsnack (whole wheat flour barleyand, extrudedsnack (whole-wheat flour barleyand, Extrudedsnack (whole-wheat flour barleyand, Extrudedsnack (whole-wheat flour, extrudedsnack (whole-wheat flour, barleyand | category: Grains & staples | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 48.8 | GL_median: 24.11 | GL_category: High | available_carbs_g: 49.4 | confidence_score: 0.9 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 140; n=10 Healthy; ref food/time: Glucose/2h chickpea,50:25:25) participants; portion 67.5 g provides 50 g available carbs (table page 23). | notes: Computed carbs per 100 g using study portion: 50 g available carbs in 67.5 g portion. GI variability (SEM/SD) not reported in row.",74.1,PASS,49.4,74.1
T3_0083,Fafda,Fafda,Snacks,handful,15,25,35,0.5,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,70.0,70.0,70.0,High,0.62,100.0,Dry fried besan; carb-dense per 100g.,,Fafda | category: Snacks | serving_type: handful | serving_g: 25(min 15 max 35) | GI: 70 | GL_median: 70 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.62 | evidence: Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels. | notes: Dry fried besan; carb-dense per 100g.,25.0,PASS,100.0,25.0
T4_0009,Falafel Wrap,Falafel wrap,Mixed meals,portion,154,220,286,0.7,55.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,6.25,6.25,6.25,Low,0.55,11.36363636,Fried chickpea balls + bread.,Wrap Falafel | wrap falafel | falafelwrap | wrapfalafel,"Falafel Wrap | aka Falafel wrap | aliases: Wrap Falafel, wrap falafel, falafelwrap, wrapfalafel | category: Mixed meals | serving_type: portion | serving_g: 220(min 154 max 286) | GI: 55 | GL_median: 6.25 | GL_category: Low | available_carbs_g: 11.3636 | confidence_score: 0.55 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Fried chickpea balls + bread.",25.0,PASS,11.36363636,25.0
T4_0138,Falooda,Falooda,Sweets & desserts,piece,52,70,88,0.55,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,37.5,37.5,37.5,High,0.5,50.0,Noodles + syrup.,,Falooda | category: Sweets & desserts | serving_type: piece | serving_g: 70(min 52 max 88) | GI: 75 | GL_median: 37.5 | GL_category: High | available_carbs_g: 50 | confidence_score: 0.5 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Noodles + syrup.,35.0,PASS,50.0,35.0
NONIND_0715,Fara,Fara’D(Dates),Non-Indian reference food,portion,105,150,195,0.5,46.1,Henry et al. GI tables (non-Indian cohort),21.21,21.21,21.21,High,0.88,46.0,Original country: UnitedArab. Renamed generically for Indian audience.,fara d(dates) | Fara’D(Dates) | fara d | Fara’D | farad(dates) | farad,"Fara | aka Fara’D(Dates) | aliases: fara d(dates), Fara’D(Dates), fara d, Fara’D, farad(dates), farad | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 46.1 | GL_median: 21.21 | GL_category: High | available_carbs_g: 46 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: UnitedArab. Renamed generically for Indian audience.",69.0,PASS,46.0,69.0
T4_0144,Farsan Mix,Farsan mix,Snacks,handful,15,25,35,0.5,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,70.0,70.0,70.0,High,0.5,100.0,Fried gram snacks.,farsanmix,Farsan Mix | aka Farsan mix | aliases: farsanmix | category: Snacks | serving_type: handful | serving_g: 25(min 15 max 35) | GI: 70 | GL_median: 70 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.5 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Fried gram snacks.,25.0,PASS,100.0,25.0
NONIND_0784,Fattithommos,Fattithommos,Non-Indian reference food,portion,105,150,195,0.5,37.2,Henry et al. GI tables (non-Indian cohort),5.51,5.51,5.51,Low,0.88,14.8,Original country: Lebanon. Renamed generically for Indian audience.,,Fattithommos | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 37.2 | GL_median: 5.51 | GL_category: Low | available_carbs_g: 14.8 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Lebanon. Renamed generically for Indian audience.,22.2,PASS,14.8,22.2
NONIND_0733,Fendal,Fendal,Non-Indian reference food,portion,105,150,195,0.5,74.0,Henry et al. GI tables (non-Indian cohort),31.18,24.94,37.42,High,0.88,21.06666667,Original country: UnitedArab. Renamed generically for Indian audience.,,Fendal | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 74 | GL_median: 31.18 | GL_category: High | available_carbs_g: 21.0667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: UnitedArab. Renamed generically for Indian audience.,31.6,PASS,21.06666667,31.6
T4_0106,Festival Meal,Festival meal (Indian),Mixed meals,portion,105,150,195,0.5,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,13.0,13.0,13.0,Medium,0.5,20.0,Extremely variable.,festival meal (indian) | Festival meal (Indian) | festivalmeal(indian) | festivalmeal,"Festival Meal | aka Festival meal (Indian) | aliases: festival meal (indian), Festival meal (Indian), festivalmeal(indian), festivalmeal | category: Mixed meals | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 65 | GL_median: 13 | GL_category: Medium | available_carbs_g: 20 | confidence_score: 0.5 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Extremely variable.",30.0,PASS,20.0,30.0
NONIND_0382,Fine Noodles,Finenoodles,Non-Indian reference food,bowl,188,250,312,0.7,49.0,Henry et al. GI tables (non-Indian cohort),14.9,14.9,14.9,Medium,0.88,30.4,Original country: Korea. Renamed generically for Indian audience.,Finenoodles | finenoodles,"Fine Noodles | aka Finenoodles | aliases: Finenoodles, finenoodles | category: Non-Indian reference food | serving_type: bowl | serving_g: 250(min 188 max 312) | GI: 49 | GL_median: 14.9 | GL_category: Medium | available_carbs_g: 30.4 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Korea. Renamed generically for Indian audience.",76.0,PASS,30.4,76.0
