food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
WEST_IN_0066,Pizza Paneer Makhani (thin crust),Western foods (India) - Pizza,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.4,17.5,29.3,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0067,Pizza Paneer Tikka,Western foods (India) - Pizza,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.8,18.6,31.0,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0068,Pizza Paneer Tikka (pan pizza),Western foods (India) - Pizza,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.8,18.6,31.0,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0069,Pizza Paneer Tikka (thin crust),Western foods (India) - Pizza,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.4,17.5,29.3,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0070,Pizza Pepperoni,Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,17.1,12.7,21.5,Medium,0.71,100,25.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pepperoni.
WEST_IN_0071,Pizza Pepperoni (pan pizza),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.6,18.3,30.9,High,0.71,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0072,Pizza Pepperoni (thin crust),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.3,17.3,29.3,High,0.71,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0073,Pizza Peri Peri Chicken,Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.7,11.7,19.7,Medium,0.71,100,23.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.
WEST_IN_0074,Pizza Peri Peri Chicken (pan pizza),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.6,18.3,30.9,High,0.71,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0075,Pizza Peri Peri Chicken (thin crust),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.3,17.3,29.3,High,0.71,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0076,Pizza Pineapple (sweet-savoury),Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,19.7,14.7,24.7,Medium,0.72,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.
WEST_IN_0077,Pizza Pineapple (sweet-savoury) (pan pizza),Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.3,18.9,31.7,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0078,Pizza Pineapple (sweet-savoury) (thin crust),Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.9,17.9,29.9,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0079,Pizza Pocket Chicken,Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.7,11.6,19.8,Medium,0.7,100,23.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.
WEST_IN_0080,Pizza Pocket Veg,Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,19.6,14.5,24.7,Medium,0.7,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.
WEST_IN_0081,Pizza Sausage,Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.7,11.7,19.7,Medium,0.71,100,23.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.
WEST_IN_0082,Pizza Sausage (pan pizza),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.6,18.3,30.9,High,0.71,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0083,Pizza Sausage (thin crust),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.3,17.3,29.3,High,0.71,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0084,Pizza Spinach & Corn,Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,19.6,14.7,24.5,Medium,0.72,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.
WEST_IN_0085,Pizza Spinach & Corn (pan pizza),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.2,18.8,31.6,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0086,Pizza Spinach & Corn (thin crust),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.8,17.8,29.8,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0087,Pizza Tandoori Chicken,Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.7,11.7,19.7,Medium,0.71,100,23.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_chicken.
WEST_IN_0088,Pizza Tandoori Chicken (pan pizza),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.6,18.3,30.9,High,0.71,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0089,Pizza Tandoori Chicken (thin crust),Western foods (India) - Pizza,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.3,17.3,29.3,High,0.71,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0090,Pizza Tomato & Basil,Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,19.7,14.7,24.7,Medium,0.72,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.
WEST_IN_0091,Pizza Tomato & Basil (pan pizza),Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.3,18.9,31.7,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0092,Pizza Tomato & Basil (thin crust),Western foods (India) - Pizza,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.9,17.9,29.9,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0093,Pizza Veg,Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,19.6,14.7,24.5,Medium,0.72,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.
WEST_IN_0094,Pizza Veg (pan pizza),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.2,18.8,31.6,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0095,Pizza Veg (thin crust),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.8,17.8,29.8,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0096,Pizza Veggie Delight,Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,19.6,14.7,24.5,Medium,0.72,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.
WEST_IN_0097,Pizza Veggie Delight (pan pizza),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,25.2,18.8,31.6,High,0.72,100,36.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_pan.
WEST_IN_0098,Pizza Veggie Delight (thin crust),Western foods (India) - Pizza,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,23.8,17.8,29.8,High,0.72,100,34.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_thin_crust.
WEST_IN_0099,Burger Aloo Tikki,Western foods (India) - Burgers,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.3,16.1,26.5,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0100,Burger Aloo Tikki (cheese),Western foods (India) - Burgers,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.3,16.1,26.5,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0101,Burger Aloo Tikki (double patty),Western foods (India) - Burgers,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.7,29.1,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_double.
WEST_IN_0102,Burger BBQ Chicken,Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,17.9,13.5,22.3,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0103,Burger BBQ Chicken (cheese),Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,17.9,13.5,22.3,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0104,Burger BBQ Chicken (double patty),Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.8,17.2,28.4,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_double.
WEST_IN_0105,Burger Cheese Veg,Western foods (India) - Burgers,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.1,16.0,26.2,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0106,Burger Cheese Veg (cheese),Western foods (India) - Burgers,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.1,16.0,26.2,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0107,Burger Cheese Veg (double patty),Western foods (India) - Burgers,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.6,29.0,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_double.
WEST_IN_0108,Burger Chicken,Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,17.9,13.5,22.3,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0109,Burger Chicken (cheese),Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,17.9,13.5,22.3,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0110,Burger Chicken (double patty),Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.8,17.2,28.4,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_double.
WEST_IN_0111,Burger Crispy Chicken,Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,17.9,13.5,22.3,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0112,Burger Crispy Chicken (cheese),Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,17.9,13.5,22.3,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0113,Burger Crispy Chicken (double patty),Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.8,17.2,28.4,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_double.
WEST_IN_0114,Burger Egg,Western foods (India) - Burgers,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,18.5,14.0,23.0,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0115,Burger Egg (cheese),Western foods (India) - Burgers,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,18.5,14.0,23.0,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0116,Burger Egg (double patty),Western foods (India) - Burgers,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.7,29.1,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_double.
WEST_IN_0117,Burger Fish,Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,17.9,13.5,22.3,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0118,Burger Fish (cheese),Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,17.9,13.5,22.3,Medium,0.74,100,26.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_chicken.
WEST_IN_0119,Burger Fish (double patty),Western foods (India) - Burgers,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.8,17.2,28.4,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_double.
WEST_IN_0120,Burger Paneer,Western foods (India) - Burgers,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.9,15.8,26.0,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0121,Burger Paneer (cheese),Western foods (India) - Burgers,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.9,15.8,26.0,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0122,Burger Paneer (double patty),Western foods (India) - Burgers,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.9,17.3,28.5,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_double.
WEST_IN_0123,Burger Spicy Veg,Western foods (India) - Burgers,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.1,16.0,26.2,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0124,Burger Spicy Veg (cheese),Western foods (India) - Burgers,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.1,16.0,26.2,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0125,Burger Spicy Veg (double patty),Western foods (India) - Burgers,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.6,29.0,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_double.
WEST_IN_0126,Burger Veg,Western foods (India) - Burgers,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.1,16.0,26.2,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0127,Burger Veg (cheese),Western foods (India) - Burgers,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.1,16.0,26.2,High,0.74,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_veg.
WEST_IN_0128,Burger Veg (double patty),Western foods (India) - Burgers,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.6,29.0,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: burger_double.
WEST_IN_0129,Breadsticks,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.7,29.1,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0130,Cheese Breadsticks,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.7,29.1,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0131,Cheese Garlic Bread,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.7,29.1,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0132,Club Sandwich,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,24.9,18.8,31.0,High,0.74,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: club_sandwich.
WEST_IN_0133,Garlic Bread,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.7,29.1,High,0.74,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0134,Grilled Sandwich BBQ Chicken,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0135,Grilled Sandwich Cheese,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0136,Grilled Sandwich Cheese Corn,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0137,Grilled Sandwich Chicken,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0138,Grilled Sandwich Chicken Tikka,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0139,Grilled Sandwich Corn Mayo,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0140,Grilled Sandwich Cucumber,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0141,Grilled Sandwich Egg,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.6,15.7,25.5,High,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0142,Grilled Sandwich Egg Mayo,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.6,15.7,25.5,High,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
