food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
WEST_0163,Cheese garlic bread (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0164,Cheese garlic bread (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0165,Cheese garlic bread (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0166,Cheese garlic bread (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0167,Cheese garlic bread,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0168,Cheese garlic bread (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0169,Breadsticks (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0170,Breadsticks (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0171,Breadsticks (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0172,Breadsticks (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0173,Breadsticks (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0174,Breadsticks (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0175,Breadsticks,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0176,Breadsticks (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0177,Croissant (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0178,Croissant (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0179,Croissant (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0180,Croissant (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0181,Croissant (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0182,Croissant (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0183,Croissant,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0184,Croissant (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0185,Muffin (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0186,Muffin (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0187,Muffin (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0188,Muffin (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0189,Muffin (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0190,Muffin (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0191,Muffin,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0192,Muffin (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0193,Cupcake (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0194,Cupcake (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0195,Cupcake (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0196,Cupcake (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0197,Cupcake (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0198,Cupcake (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0199,Cupcake,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0200,Cupcake (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0201,Brownie (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0202,Brownie (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0203,Brownie (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0204,Brownie (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0205,Brownie (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0206,Brownie (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0207,Brownie,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0208,Brownie (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0209,Donut (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0210,Donut (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0211,Donut (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0212,Donut (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0213,Donut (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0214,Donut (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0215,Donut,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0216,Donut (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0217,French fries (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0218,French fries (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0219,French fries (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0220,French fries (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0221,French fries (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0222,French fries (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0223,French fries,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0224,French fries (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0225,Cheese fries (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0226,Cheese fries (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0227,Cheese fries (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0228,Cheese fries (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0229,Cheese fries (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0230,Cheese fries (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0231,Cheese fries,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0232,Cheese fries (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0233,Potato wedges (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0234,Potato wedges (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0235,Potato wedges (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0236,Potato wedges (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0237,Potato wedges (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0238,Potato wedges (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0239,Potato wedges,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0240,Potato wedges (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0241,Chicken nuggets (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0242,Chicken nuggets (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0243,Chicken nuggets (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0244,Chicken nuggets (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0245,Chicken nuggets (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0246,Chicken nuggets (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0247,Chicken nuggets,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0248,Chicken nuggets (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0249,Veg nuggets (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0250,Veg nuggets (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0251,Veg nuggets (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0252,Veg nuggets (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0253,Veg nuggets (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0254,Veg nuggets (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0255,Veg nuggets,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0256,Veg nuggets (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0257,Fish fingers (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0258,Fish fingers (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0259,Fish fingers (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0260,Fish fingers (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0261,Fish fingers (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0262,Fish fingers (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0263,Fish fingers,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0264,Fish fingers (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0265,Corn flakes (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0266,Corn flakes (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0267,Corn flakes (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0268,Corn flakes (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0269,Corn flakes (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0270,Corn flakes (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0271,Corn flakes,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0272,Corn flakes (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0273,Sweetened breakfast cereal (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0274,Sweetened breakfast cereal (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0275,Sweetened breakfast cereal (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0276,Sweetened breakfast cereal (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0277,Sweetened breakfast cereal (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0278,Sweetened breakfast cereal (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0279,Sweetened breakfast cereal,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0280,Sweetened breakfast cereal (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0281,Chocolate cereal (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0282,Chocolate cereal (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0283,Chocolate cereal (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0284,Chocolate cereal (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0285,Chocolate cereal (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0286,Chocolate cereal (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0287,Chocolate cereal,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0288,Chocolate cereal (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0289,Oats porridge (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0290,Oats porridge (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0291,Oats porridge (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0292,Oats porridge (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0293,Oats porridge (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0294,Oats porridge (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0295,Oats porridge,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0296,Oats porridge (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0297,Flavoured oats (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0298,Flavoured oats (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0299,Flavoured oats (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0300,Flavoured oats (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0301,Flavoured oats (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0302,Flavoured oats (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0303,Flavoured oats,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0304,Flavoured oats (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0305,Ice cream (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0306,Ice cream (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0307,Ice cream (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0308,Ice cream (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0309,Ice cream (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0310,Ice cream (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0311,Ice cream,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0312,Ice cream (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0313,Chocolate ice cream (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0314,Chocolate ice cream (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0315,Chocolate ice cream (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0316,Chocolate ice cream (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0317,Chocolate ice cream (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0318,Chocolate ice cream (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0319,Chocolate ice cream,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0320,Chocolate ice cream (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0321,Vanilla ice cream (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0322,Vanilla ice cream (extra cheese),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0323,Vanilla ice cream (thin crust),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0324,Vanilla ice cream (pan style),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0325,Vanilla ice cream (baked),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0326,Vanilla ice cream (fried),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0327,Vanilla ice cream,Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0328,Vanilla ice cream (with chicken),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
WEST_0329,Chocolate cake (plain),Western foods (Indian consumption),,Western food category; GI varies by recipe,,,,,0.55,100,,Name normalized for Indian audience; GI/GL to be inferred or mapped
