food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,Glycemic Index (GI),gi_evidence,Glycemic Load (GL) per 100g,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,portion_serving_key,gi,gl_median,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max
INDWEBX_00096,Mutton korma,Mutton korma,Mixed meals,Portion (100g),100,100,100,0.75,0.0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0.0,0.0,0.0,Low,0.85,0.0,"Class=protein. Proxy-mapped to validated source 'Tuna Fish Bun' (food_id=NONIND_0519); score=0.00; tier=prototype. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",portion_100g,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
INDWEBX_00097,Mutton stew,Mutton stew,Mixed meals,Portion (100g),100,100,100,0.75,0.0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0.0,0.0,0.0,Low,0.85,0.0,"Class=protein. Proxy-mapped to validated source 'Tuna Fish Bun' (food_id=NONIND_0519); score=0.00; tier=prototype. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",portion_100g,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
INDWEBX_00098,Nihari,Nihari,Mixed meals,Portion (100g),100,100,100,0.75,73.0,Henry et al. GI tables (non-Indian cohort),12.56,12.56,12.56,Medium,0.48,17.2,Class=protein. Proxy-mapped to validated source 'White Rice Served with Chicken Breast' (food_id=NONIND_0011); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,73.0,12.56,17.2,12.56,12.56,12.56,100.0,17.2,17.2,17.2
INDWEBX_00099,Rogan josh,Rogan josh,Mixed meals,Portion (100g),100,100,100,0.75,78.0,Henry et al. GI tables (non-Indian cohort),42.07,42.07,42.07,High,0.48,53.93,Class=protein. Proxy-mapped to validated source 'Cooked Rice with Homogenisedcooked Egg Plant' (food_id=NONIND_0464); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,78.0,42.07,53.93,42.07,42.07,42.07,100.0,53.93,53.93,53.93
INDWEBX_00100,Dahi paneer,Dahi paneer,Mixed meals,Portion (100g),100,100,100,0.75,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.62,15.62,15.62,Medium,0.43,22.67,Class=protein. Proxy-mapped to validated source 'Pizza Paneer Makhani' (food_id=WEST_IN_0066); score=0.33; tier=low. Converted from source serving_size_g=150g.,portion_100g,68.9,15.62,22.67,15.62,15.62,15.62,100.0,22.67,22.67,22.67
INDWEBX_00101,Kadai paneer,Kadai paneer,Mixed meals,Portion (100g),100,100,100,0.75,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.58,11.59,11.59,Medium,0.44,16.67,Class=protein. Proxy-mapped to validated source 'Burger Paneer' (food_id=WEST_IN_0120); score=0.41; tier=low. Converted from source serving_size_g=180g.,portion_100g,69.5,11.59,16.67,11.59,11.59,11.59,100.0,16.67,16.67,16.67
INDWEBX_00102,Paneer korma,Paneer korma,Mixed meals,Portion (100g),100,100,100,0.75,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,8.42,8.42,8.42,Low,0.43,12.27,Class=protein. Proxy-mapped to validated source 'Wrap Paneer Tikka' (food_id=WEST_IN_0200); score=0.33; tier=low. Converted from source serving_size_g=220g.,portion_100g,68.6,8.42,12.27,8.42,8.42,8.42,100.0,12.27,12.27,12.27
INDWEBX_00103,Paneer lababdar,Paneer lababdar,Mixed meals,Portion (100g),100,100,100,0.75,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,15.29,15.29,15.29,Medium,0.45,22.0,Class=protein. Proxy-mapped to validated source 'And Wich Paneer Bhurji' (food_id=WEST_IN_0178); score=0.28; tier=low. Converted from source serving_size_g=150g.,portion_100g,69.5,15.29,22.0,15.29,15.29,15.29,100.0,22.0,22.0,22.0
INDWEBX_00104,Bagara baingan,Bagara baingan,Mixed meals,Portion (100g),100,100,100,0.75,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,37.0,1.23,3.33,1.23,1.23,1.23,100.0,3.33,3.33,3.33
INDWEBX_00105,Gongura pachadi,Gongura pachadi,Mixed meals,Portion (100g),100,100,100,0.75,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,37.0,1.23,3.33,1.23,1.23,1.23,100.0,3.33,3.33,3.33
INDWEBX_00106,Mirchi bajji,Mirchi bajji,Mixed meals,Portion (100g),100,100,100,0.75,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,portion_100g,87.0,87.0,100.0,87.0,87.0,87.0,100.0,100.0,100.0,100.0
INDWEBX_00107,Pachi pulusu,Pachi pulusu,Mixed meals,Portion (100g),100,100,100,0.75,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,portion_100g,87.0,87.0,100.0,87.0,87.0,87.0,100.0,100.0,100.0,100.0
INDWEBX_00108,Pulusu,Pulusu,Mixed meals,Portion (100g),100,100,100,0.75,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,48.0,8.32,17.33,8.32,8.32,8.32,100.0,17.33,17.33,17.33
INDWEBX_00109,Khar,Khar,Mixed meals,Portion (100g),100,100,100,0.75,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,10.0,1.69,16.89,1.69,1.69,1.69,100.0,16.89,16.89,16.89
INDWEBX_00110,Masor tenga,Masor tenga,Mixed meals,Portion (100g),100,100,100,0.75,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,10.0,1.69,16.89,1.69,1.69,1.69,100.0,16.89,16.89,16.89
INDWEBX_00111,Pitha (assamese),Pitha (assamese),Mixed meals,Portion (100g),100,100,100,0.75,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,73.0,12.33,16.89,12.33,12.33,12.33,100.0,16.89,16.89,16.89
INDWEBX_00112,Aloor dom,Aloor dom,Mixed meals,Portion (100g),100,100,100,0.75,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,portion_100g,55.8,19.39,34.75,19.39,19.39,19.39,100.0,34.75,34.75,34.75
INDWEBX_00113,Cholar dal,Cholar dal,Mixed meals,Dal / curry (1 katori),200,160,240,0.6,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,139.2,208.8,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,dal_katori_default,87.0,174.0,100.0,87.0,87.0,87.0,100.0,200.0,160.0,240.0
INDWEBX_00114,Luchi,Luchi,Mixed meals,Portion (100g),100,100,100,0.75,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,59.0,30.68,52.0,30.68,30.68,30.68,100.0,52.0,52.0,52.0
INDWEBX_00115,Macher jhol,Macher jhol,Mixed meals,Portion (100g),100,100,100,0.75,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.77,11.77,Medium,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,73.0,11.77,16.13,11.77,11.77,11.77,100.0,16.13,16.13,16.13
INDWEBX_00116,Rosogolla,Rosogolla,Mixed meals,Portion (100g),100,100,100,0.75,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,37.0,1.23,3.33,1.23,1.23,1.23,100.0,3.33,3.33,3.33
INDWEBX_00117,Shorshe ilish,Shorshe ilish,Mixed meals,Portion (100g),100,100,100,0.75,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.77,11.77,Medium,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,73.0,11.77,16.13,11.77,11.77,11.77,100.0,16.13,16.13,16.13
INDWEBX_00118,Dal pitha,Dal pitha,Mixed meals,Dal / curry (1 katori),200,160,240,0.6,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,19.73,29.59,High,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,dal_katori_default,73.0,24.66,16.89,12.33,12.33,12.33,100.0,33.78,27.02,40.54
INDWEBX_00119,Thekua,Thekua,Mixed meals,Portion (100g),100,100,100,0.75,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,10.0,1.69,16.89,1.69,1.69,1.69,100.0,16.89,16.89,16.89
INDWEBX_00120,Kadhi (gujarati),Kadhi (gujarati),Mixed meals,Portion (100g),100,100,100,0.75,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,portion_100g,40.0,2.56,6.4,2.56,2.56,2.56,100.0,6.4,6.4,6.4
INDWEBX_00121,Sev tameta,Sev tameta,Mixed meals,Portion (100g),100,100,100,0.75,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,73.0,12.33,16.89,12.33,12.33,12.33,100.0,16.89,16.89,16.89
INDWEBX_00122,Undhiyu,Undhiyu,Mixed meals,Portion (100g),100,100,100,0.75,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,48.0,8.32,17.33,8.32,8.32,8.32,100.0,17.33,17.33,17.33
INDWEBX_00123,Kharabath,Kharabath,Mixed meals,Portion (100g),100,100,100,0.75,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,portion_100g,87.0,87.0,100.0,87.0,87.0,87.0,100.0,100.0,100.0,100.0
INDWEBX_00124,Mangalore buns,Mangalore buns,Mixed meals,Portion (100g),100,100,100,0.75,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.77,11.77,Medium,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,73.0,11.77,16.13,11.77,11.77,11.77,100.0,16.13,16.13,16.13
INDWEBX_00125,Avial,Avial,Mixed meals,Portion (100g),100,100,100,0.75,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,73.0,12.33,16.89,12.33,12.33,12.33,100.0,16.89,16.89,16.89
INDWEBX_00126,Kadala curry,Kadala curry,Mixed meals,Dal / curry (1 katori),200,160,240,0.6,92.0,Henry et al. GI tables (non-Indian cohort),43.18,69.09,103.63,High,0.5,46.93,Class=other. Proxy-mapped to validated source 'Chicken Curry Puff' (food_id=NONIND_0007); score=0.25; tier=low. Converted from source serving_size_g=150g.,dal_katori_default,92.0,86.36,46.93,43.18,43.18,43.18,100.0,93.86,75.09,112.63
INDWEBX_00127,Malabar parotta,Malabar parotta,Mixed meals,Paratha (1 piece),79,65,95,0.9,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,9.65,14.1,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,paratha_piece_79g,62.7,11.72,23.67,14.84,14.84,14.84,100.0,18.7,15.39,22.49
INDWEBX_00128,Olan,Olan,Mixed meals,Portion (100g),100,100,100,0.75,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,10.0,1.69,16.89,1.69,1.69,1.69,100.0,16.89,16.89,16.89
INDWEBX_00129,Stew (veg),Stew (veg),Mixed meals,Portion (100g),100,100,100,0.75,41.5,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,3.32,3.32,3.32,Low,0.47,8.0,Class=other. Proxy-mapped to validated source 'Lasagna Veg' (food_id=WEST_IN_0206); score=0.33; tier=low. Converted from source serving_size_g=250g.,portion_100g,41.5,3.32,8.0,3.32,3.32,3.32,100.0,8.0,8.0,8.0
INDWEBX_00130,Thoran,Thoran,Mixed meals,Portion (100g),100,100,100,0.75,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,portion_100g,87.0,87.0,100.0,87.0,87.0,87.0,100.0,100.0,100.0,100.0
INDWEBX_00131,Pithla,Pithla,Mixed meals,Portion (100g),100,100,100,0.75,73.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.77,11.77,Medium,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,73.0,11.77,16.13,11.77,11.77,11.77,100.0,16.13,16.13,16.13
INDWEBX_00132,Thalipeeth,Thalipeeth,Mixed meals,Portion (100g),100,100,100,0.75,73.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,73.0,12.33,16.89,12.33,12.33,12.33,100.0,16.89,16.89,16.89
INDWEBX_00133,Zunka,Zunka,Mixed meals,Portion (100g),100,100,100,0.75,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,59.0,30.68,52.0,30.68,30.68,30.68,100.0,52.0,52.0,52.0
INDWEBX_00134,Dalma,Dalma,Mixed meals,Portion (100g),100,100,100,0.75,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,59.0,30.68,52.0,30.68,30.68,30.68,100.0,52.0,52.0,52.0
INDWEBX_00135,Pakhala bhata,Pakhala bhata,Mixed meals,Portion (100g),100,100,100,0.75,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,portion_100g,40.0,2.56,6.4,2.56,2.56,2.56,100.0,6.4,6.4,6.4
INDWEBX_00136,Santula,Santula,Mixed meals,Portion (100g),100,100,100,0.75,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52.0,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,59.0,30.68,52.0,30.68,30.68,30.68,100.0,52.0,52.0,52.0
INDWEBX_00137,Amritsari kulcha,Amritsari kulcha,Mixed meals,Naan (1 piece),67,44,90,0.9,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #1780",41.74,18.37,37.58,High,0.5,86.97,Class=bread. Proxy-mapped to validated source 'Chapati Barley' (food_id=T1_1780); score=0.00; tier=prototype. Converted from source serving_size_g=30g.,naan_piece_44_90g,48.0,27.97,86.97,41.75,41.75,41.75,100.0,58.27,38.27,78.27
INDWEBX_00138,Lassi (punjabi),Lassi (punjabi),Mixed meals,Glass (standard),200,200,200,0.9,36.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #862",1.56,3.12,3.12,Low,0.5,4.33,Class=beverage. Proxy-mapped to validated source 'Yoghurt Summer Fruit Strawberry' (food_id=T1_0862); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,glass_200ml,36.0,3.12,4.33,1.56,1.56,1.56,100.0,8.66,8.66,8.66
INDWEBX_00139,Makki di roti,Makki di roti,Mixed meals,Roti/chapati (1 piece),55,43,68,0.9,72.0,Henry et al. GI tables (non-Indian cohort),22.66,9.74,15.41,Medium,0.48,31.47,Class=bread. Proxy-mapped to validated source 'Jam and Peanutbuttertoast' (food_id=NONIND_0523); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,roti_chapati_piece_43_68g,72.0,12.46,31.47,22.66,22.66,22.66,100.0,17.31,13.53,21.4
INDWEBX_00140,Bajre ki roti,Bajre ki roti,Mixed meals,Roti/chapati (1 piece),55,43,68,0.9,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #1781",41.65,17.91,28.32,High,0.5,70.6,Class=bread. Proxy-mapped to validated source 'Chapati Maize' (food_id=T1_1781); score=0.00; tier=prototype. Converted from source serving_size_g=30g.,roti_chapati_piece_43_68g,59.0,22.91,70.6,41.65,41.65,41.65,100.0,38.83,30.36,48.01
INDWEBX_00141,Dal baati churma,Dal baati churma,Mixed meals,Dal / curry (1 katori),200,160,240,0.6,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,4.1,6.14,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,dal_katori_default,40.0,5.12,6.4,2.56,2.56,2.56,100.0,12.8,10.24,15.36
INDWEBX_00142,Gatte ki sabzi,Gatte ki sabzi,Mixed meals,Portion (100g),100,100,100,0.75,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,portion_100g,87.0,87.0,100.0,87.0,87.0,87.0,100.0,100.0,100.0,100.0
INDWEBX_00143,Ker sangri,Ker sangri,Mixed meals,Portion (100g),100,100,100,0.75,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,portion_100g,40.0,2.56,6.4,2.56,2.56,2.56,100.0,6.4,6.4,6.4
INDWEBX_00144,Chettinad chicken,Chettinad chicken,Mixed meals,Portion (100g),100,100,100,0.75,0.0,"GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate, GI is not applicable. GL computed from available carbs. (FAO 1998; Oregon State LPI)",0.0,0.0,0.0,Low,0.85,0.0,"Class=protein. Proxy-mapped to validated source 'Chicken Nuggets' (food_id=WEST_IN_0224); score=0.41; tier=low. Converted from source serving_size_g=150g. | Override: treated as negligible-available-carbohydrate food; set GI=0 (N/A), carbs=0, GL=0 per 100g.",portion_100g,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
INDWEBX_00145,Kootu,Kootu,Mixed meals,Portion (100g),100,100,100,0.75,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.5,100.0,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,portion_100g,87.0,87.0,100.0,87.0,87.0,87.0,100.0,100.0,100.0,100.0
INDWEBX_00146,Kuzhambu,Kuzhambu,Mixed meals,Portion (100g),100,100,100,0.75,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,48.0,8.32,17.33,8.32,8.32,8.32,100.0,17.33,17.33,17.33
INDWEBX_00147,Poriyal,Poriyal,Mixed meals,Portion (100g),100,100,100,0.75,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,portion_100g,40.0,2.56,6.4,2.56,2.56,2.56,100.0,6.4,6.4,6.4
INDWEBX_00148,Bedmi poori,Bedmi poori,Mixed meals,Portion (100g),100,100,100,0.75,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,portion_100g,62.7,14.84,23.67,14.84,14.84,14.84,100.0,23.67,23.67,23.67
