food_id,canonical_name,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
T4_0117,Frozen nuggets,Snacks,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,16.8,8.4,25.2,Medium,0.52,100,24.0,Frozen product.
T4_0118,Frozen fries,Snacks,78,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,32.76,16.38,49.14,High,0.52,100,42.0,Frozen product.
T4_0119,Bakery bread (sweet),Breads & flatbreads,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,33.75,16.88,50.62,High,0.52,100,45.0,Sweetened bread.
T4_0120,Bakery cake (assorted),Sweets & desserts,80,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,36.0,18.0,54.0,High,0.5,100,45.0,Highly variable.
T4_0121,Bakery cookies,Sweets & desserts,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,37.5,18.75,56.25,High,0.5,100,50.0,Refined flour + sugar.
T4_0122,Packaged biscuits,Sweets & desserts,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,41.25,20.62,61.88,High,0.5,100,55.0,Highly processed.
T4_0123,Chocolate bar,Sweets & desserts,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,42.0,21.0,63.0,High,0.5,100,60.0,Sugar dominant.
T4_0124,Candy,Sweets & desserts,80,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,64.0,32.0,96.0,High,0.5,100,80.0,Pure sugar.
T4_0125,Chewing gum (sweetened),Sweets & desserts,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,42.25,21.12,63.38,High,0.5,100,65.0,Sugar alcohols/sugar.
T4_0126,Energy gel,Beverages,90,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,63.0,31.5,94.5,High,0.48,100,70.0,Sports gel; pure carbs.
T4_0127,Sports drink,Beverages,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,4.2,2.1,6.3,Low,0.52,100,6.0,Dilute sugar solution.
T4_0128,Flavoured water,Beverages,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,3.0,1.5,4.5,Low,0.52,100,5.0,Sugar-added water.
T4_0129,Iced tea (sweetened),Beverages,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,4.55,2.27,6.82,Low,0.52,100,7.0,Sugar-sweetened.
T4_0130,Bubble tea (Indian cafe),Beverages,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,10.5,5.25,15.75,Medium,0.5,100,15.0,Sugar + starch pearls.
T4_0131,"Milk tea (street, sweet)",Beverages,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,6.5,3.25,9.75,Low,0.52,100,10.0,Sugar-sweetened.
T4_0132,Coffee frappé,Beverages,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,12.6,6.3,18.9,Medium,0.52,100,18.0,Sugar + milk.
T4_0133,Packaged cold coffee,Beverages,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,7.8,3.9,11.7,Low,0.52,100,12.0,Sugar-sweetened.
T4_0134,Milk-based dessert drink,Beverages,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,9.1,4.55,13.65,Low,0.52,100,14.0,Sugar-sweetened.
T4_0135,Dessert platter,Sweets & desserts,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,30.0,15.0,45.0,High,0.5,100,40.0,Multiple desserts.
T4_0136,Ice cream tub,Sweets & desserts,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,17.5,8.75,26.25,Medium,0.5,100,25.0,Sugar + fat.
T4_0137,Kulfi,Sweets & desserts,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,14.3,7.15,21.45,Medium,0.5,100,22.0,Milk-based dessert.
T4_0138,Falooda,Sweets & desserts,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,26.25,13.12,39.38,High,0.5,100,35.0,Noodles + syrup.
T4_0139,Rabri,Sweets & desserts,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,12.0,6.0,18.0,Medium,0.5,100,20.0,Concentrated milk + sugar.
T4_0140,Shrikhand (sweet),Sweets & desserts,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,11.7,5.85,17.55,Medium,0.5,100,18.0,Sweetened curd.
T4_0141,Basundi,Sweets & desserts,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,12.6,6.3,18.9,Medium,0.5,100,18.0,Sweetened milk.
T4_0142,Mithai mix (assorted),Sweets & desserts,80,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,32.0,16.0,48.0,High,0.48,100,40.0,Highly variable.
T4_0143,Prasad (temple sweet),Sweets & desserts,80,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,28.0,14.0,42.0,High,0.48,100,35.0,Highly variable.
T4_0144,Farsan mix,Snacks,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,38.5,19.25,57.75,High,0.5,100,55.0,Fried gram snacks.
T4_0145,Namkeen mix,Snacks,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,38.5,19.25,57.75,High,0.5,100,55.0,Fried snacks.
T4_0146,Mixture (South Indian),Snacks,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,38.5,19.25,57.75,High,0.5,100,55.0,Fried snacks.
T4_0147,Unknown restaurant curry,Mixed meals,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,12.0,6.0,18.0,Medium,0.48,100,20.0,Generic curry; extremely variable.
T4_0148,Unknown street snack,Snacks,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,21.0,10.5,31.5,High,0.48,100,30.0,Generic street snack.
T4_0149,Unknown packaged snack,Snacks,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,35.0,17.5,52.5,High,0.48,100,50.0,Generic packaged snack.
T4_0150,Unknown dessert,Sweets & desserts,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,30.0,15.0,45.0,High,0.48,100,40.0,Generic dessert.
